3; 128000; 10.578147; 2.59; 3
4; 2000; 0.000461; 2.45; 1
4; 2000; 0.000415; 2.45; 2
4; 2000; 0.000561; 2.45; 3
4; 4000; 0.000890; 2.65; 1
4; 4000; 0.000705; 3.17; 2
4; 4000; 0.001096; 3.43; 3
4; 8000; 0.001568; 4.20; 1
4; 8000; 0.002040; 4.97; 2
4; 8000; 0.002670; 5.75; 3
4; 16000; 0.004479; 7.55; 1
4; 16000; 0.003770; 9.10; 2
4; 16000; 0.005254; 10.64; 3
4; 32000; 0.008123; 14.00; 1
4; 32000; 0.008511; 17.35; 2
4; 32000; 0.010796; 20.70; 3
4; 64000; 0.016038; 27.66; 1
4; 64000; 0.015735; 34.42; 2
4; 64000; 0.021723; 41.38; 3
4; 128000; 0.030331; 55.82; 1
4; 128000; 0.027005; 69.80; 2
4; 128000; 0.037669; 84.24; 3
5; 2000; 0.000051; 2.45; 1
5; 2000; 0.000063; 2.45; 2
5; 2000; 0.000271; 2.45; 3
5; 4000; 0.000126; 2.45; 1
5; 4000; 0.000140; 2.45; 2
5; 4000; 0.000550; 2.45; 3
5; 8000; 0.000261; 2.45; 1
5; 8000; 0.000286; 2.45; 2
5; 8000; 0.001204; 2.45; 3
5; 16000; 0.000574; 2.45; 1
5; 16000; 0.000557; 2.45; 2
5; 16000; 0.002347; 2.45; 3
5; 32000; 0.001040; 2.45; 1
5; 32000; 0.001257; 2.45; 2
5; 32000; 0.005255; 2.45; 3
5; 64000; 0.002691; 2.45; 1
5; 64000; 0.002835; 2.45; 2
5; 64000; 0.011629; 2.45; 3
5; 128000; 0.005581; 2.61; 1
5; 128000; 0.006120; 2.61; 2
5; 128000; 0.024793; 2.61; 3
6; 2000; 0.000069; 2.45; 1
6; 2000; 0.000128; 2.45; 2
6; 2000; 0.000370; 2.45; 3
6; 4000; 0.000212; 2.45; 1
6; 4000; 0.000271; 2.45; 2
6; 4000; 0.000814; 2.45; 3
6; 8000; 0.000457; 2.45; 1
6; 8000; 0.000613; 2.45; 2
6; 8000; 0.001857; 2.45; 3
6; 16000; 0.000971; 2.45; 1
6; 16000; 0.001244; 2.45; 2
6; 16000; 0.003899; 2.45; 3
6; 32000; 0.002031; 2.45; 1
6; 32000; 0.002273; 2.45; 2
6; 32000; 0.008639; 2.45; 3
6; 64000; 0.004551; 2.45; 1
6; 64000; 0.005578; 2.45; 2
6; 64000; 0.018980; 2.45; 3
6; 128000; 0.010137; 2.56; 1
6; 128000; 0.012428; 2.56; 2
6; 128000; 0.043269; 2.56; 3
7; 2000; 0.000552; 2.45; 1
7; 2000; 0.000363; 2.45; 2
7; 2000; 0.000518; 2.45; 3
7; 4000; 0.001486; 2.45; 1
7; 4000; 0.000962; 2.45; 2
7; 4000; 0.001209; 2.45; 3
7; 8000; 0.003146; 2.45; 1
7; 8000; 0.002089; 2.45; 2
7; 8000; 0.002681; 2.45; 3
7; 16000; 0.006475; 2.45; 1
7; 16000; 0.003972; 2.45; 2
7; 16000; 0.004970; 2.45; 3
7; 32000; 0.013277; 2.45; 1
7; 32000; 0.007591; 2.45; 2
7; 32000; 0.011043; 2.45; 3
7; 64000; 0.028052; 2.53; 1
7; 64000; 0.017928; 2.53; 2
7; 64000; 0.021902; 2.53; 3
7; 128000; 0.053479; 3.17; 1
7; 128000; 0.031774; 3.17; 2
7; 128000; 0.045383; 3.17; 3
8; 2000; 0.000044; 2.45; 1
8; 2000; 0.000039; 2.45; 2
8; 2000; 0.000040; 2.45; 3
8; 4000; 0.000080; 2.45; 1
8; 4000; 0.000076; 2.45; 2
8; 4000; 0.000082; 2.45; 3
8; 8000; 0.000171; 2.45; 1
8; 8000; 0.000158; 2.45; 2
8; 8000; 0.000145; 2.45; 3
8; 16000; 0.000353; 2.45; 1
8; 16000; 0.000317; 2.45; 2
8; 16000; 0.000325; 2.45; 3
8; 32000; 0.000679; 2.45; 1
8; 32000; 0.000554; 2.45; 2
8; 32000; 0.000605; 2.45; 3
8; 64000; 0.001400; 2.67; 1
8; 64000; 0.001571; 2.67; 2
8; 64000; 0.001778; 2.67; 3
8; 128000; 0.003331; 3.69; 1
8; 128000; 0.002670; 3.69; 2
8; 128000; 0.004258; 3.69; 3
